loss,accuracy,val_loss,val_accuracy
2.420980215072632,0.3468872010707855,3.0446062088012695,0.1810767948627472
0.8384662866592407,0.7315516471862793,0.39130470156669617,0.8734758496284485
0.4385472238063812,0.864639937877655,0.3212420642375946,0.9038004875183105
0.27411261200904846,0.9188299179077148,0.11100490391254425,0.9673792719841003
0.19371341168880463,0.9436914324760437,0.3298811912536621,0.9214568734169006
0.15173795819282532,0.9570921659469604,0.662929892539978,0.8235154151916504
0.1200064867734909,0.9660260081291199,0.10806044936180115,0.9721298217773438
0.10151873528957367,0.9720243811607361,0.18886201083660126,0.9502770900726318
0.08755991607904434,0.9763636589050293,0.5359623432159424,0.8714172840118408
0.07506444305181503,0.9796053767204285,0.19244424998760223,0.9509105086326599
