loss,accuracy,val_loss,val_accuracy
2.9130077362060547,0.264498233795166,4.287550926208496,0.05700712651014328
1.3927017450332642,0.5757964849472046,4.3846964836120605,0.016627078875899315
0.796677827835083,0.7563987374305725,5.744789123535156,0.004908946808427572
0.4993772506713867,0.8505891561508179,5.001096248626709,0.08756928145885468
0.333665668964386,0.9032167196273804,0.968285322189331,0.7547110319137573
0.23896534740924835,0.9318576455116272,2.772186517715454,0.4558194875717163
0.17604652047157288,0.951890766620636,1.6681327819824219,0.5909738540649414
0.13685272634029388,0.9635714888572693,1.2688844203948975,0.6877276301383972
0.107892706990242,0.9710933566093445,0.8574913144111633,0.7608867883682251
0.10350291430950165,0.9712473750114441,2.2204487323760986,0.5202692151069641
0.08056540042161942,0.978076159954071,3.7400426864624023,0.298574835062027
0.06788914650678635,0.9830564856529236,2.305677890777588,0.5791765451431274
0.07101091742515564,0.9807460308074951,0.7326377034187317,0.823357105255127
0.05907447263598442,0.9849305748939514,1.7079366445541382,0.6190024018287659
0.060476433485746384,0.984186053276062,2.220754384994507,0.5566903948783875
0.05569981783628464,0.9850332736968994,0.6028677821159363,0.8461599349975586
0.0516473650932312,0.985880434513092,2.0268657207489014,0.6247822642326355
0.04718059301376343,0.9878314733505249,16.7823543548584,0.017656372860074043
0.04234236106276512,0.9882678985595703,0.32332807779312134,0.925336480140686
0.039923664182424545,0.9890124201774597,1.9682937860488892,0.5192399024963379
0.048092860728502274,0.9878058433532715,1.4971940517425537,0.6528899669647217
0.041888896375894547,0.9892434477806091,0.44325339794158936,0.9008709192276001
0.038250647485256195,0.990218997001648,1.137699007987976,0.736896276473999
0.028649115934967995,0.9922470450401306,0.7814230918884277,0.8227236866950989
0.028466712683439255,0.9928118586540222,1.5562688112258911,0.6491686701774597
0.03030654974281788,0.9921700358390808,2.5851235389709473,0.5011084675788879
0.0354081355035305,0.9908607602119446,1.913488745689392,0.6121931672096252
0.03247785195708275,0.9911688566207886,0.7002120018005371,0.8418843746185303
0.025966238230466843,0.9934536218643188,1.1770331859588623,0.7429928779602051
0.023738035932183266,0.9938387274742126,0.8327247500419617,0.8357086181640625
